id,name,sex,type,age
Koschkar,Felix Koschkar,2,1,4
JA,Junge Alternative,NA,2,NA
IBDE,Identitaere Bewegung Deutschland,NA,2,NA
Austin,Benjamin Austin,2,1,NA
Hohm,Jean-Pascal Hohm,2,1,NA
Bussmann,Joel Bussmann,2,1,2
Jaecker,Patrick Jaecker,2,1,NA
Brodbeck,Moritz Brodbeck,2,1,NA
